"tax_id","name","rank"
"2070185","Faecalibacterium phage FP_Mushu",
"2070186","Faecalibacterium phage FP_Taranis",
"2070187","Faecalibacterium phage FP_Toutatis",
"2070188","Faecalibacterium phage FP_oengus",
"2070197","Enterococcus phage PMBT2",
"2070198","Erwinia phage vB_EamP-S2",
"2079278","Lactococcus phage MP1",
"2079289","Pseudomonas phage Littlefix",
"2079290","Pseudomonas phage PollyC",
"2079398","unclassified Pahexavirus",
"2079415","Gordonia phage Flapper",
"2079429","Lactobacillus phage Bacchae",
"2079430","Lactobacillus phage Bassarid","species"
"2079433","Lactobacillus phage Semele",
"2079544","Pseudomonas phage phiNV3",
"2094720","Tupanvirus","genus"
"2094736","Bacillus phage v_B-Bak10","species"
"2099650","unclassified Cequinquevirus",
"2099651","Lactobacillus phage PMBT4","species"
"2099658","Escherichia phage PDX",
"2099850","Klebsiella phage KP8",
"2100420","environmental samples",
"2100421","uncultured Caudovirales phage","species"
"2108328","unclassified Pradovirus",
"2109587","Moumouvirus australiensis",
"2109910","unclassified Pakpunavirus",
"2126984","Tupanvirus deep ocean","species"
"2133760","Siphoviridae environmental samples","species"
"2163587","unclassified Corticoviridae",
"2163633","Erwinia phage Cronus",
"2163636","Xanthomonas phage Carpasina",
"2163888","Enterobacteria phage vB_EcoM_IME338","species"
"2163899","Acinetobacter phage vB_AbaM_B9","species"
"2163970","Pseudomonas phage 22PfluR64PP",
"2163977","Pseudomonas phage 71PfluR64PP",
"2163980","Pseudomonas phage 67PfluR64PP",
"2163982","Pseudomonas phage Achelous",
"2169529","Ackermannviridae","family"
"2169530","Aglimvirinae","subfamily"
"2169532","Agtrevirus","genus"
"2169561","Ortervirales","order"
"2169574","Smacoviridae","family"
"2169577","Solemoviridae","family"
"2169595","Firstpapillomavirinae","subfamily"
"2169599","Mccleskeyvirinae","subfamily"
"2169618","Clecrusatellite","genus"
"2169621","Limdunavirus","genus"
"2169622","Unaquatrovirus","genus"
"2169624","Machinavirus","genus"
"2169655","Pulverervirus","genus"
"2169663","Porprismacovirus","genus"
"2169688","Taipeivirus IME250","species"
"2169689","Miltonvirus MAM1","species"
"2169974","Limdunavirus LN03","species"
"2169975","Limdunavirus LN04","species"
"2169976","Limdunavirus LN12","species"
"2169978","Limdunavirus Lmd1","species"
"2169979","Limdunavirus P793","species"
"2170091","Pulverervirus PFR1","species"
"2170246","Unaquatrovirus uv1A4","species"
"2170247","Unaquatrovirus LN25","species"
"2170248","Unaquatrovirus LN34","species"
"2170251","Unaquatrovirus Ln9","species"
"2175602","unclassified Ackermannviridae",
"2182344","Carpasinavirus XcP1","species"
"2184051","Streptococcus phage VS-2018a","species"
"2184715","unclassified Certrevirus",
"2200756","Cronobacter phage GW1",
"2201441","Quhwahvirus ouhwah","species"
"2201462","Pseudomonas phage PFP1",
"2202559","Microvirus sp.","species"
"2202562","CRESS viruses",
"2202644","Microviridae sp.","species"
"2202954","Circular genetic element sp.","species"
"2204151","unclassified DNA viruses",
"2219049","Husavirus","genus"
"2219103","Inoviridae sp.","species"
"2231643","unclassified Moineauvirus",
"2233993","Escherichia phage LL12",
"2234082","Staphylococcus phage VB-SauS-SA2","species"
"2267235","unclassified Obolenskvirus",
"2267560","unclassified Brussowvirus",
"2267607","Lactobacillus phage ViSo-2018a",
"2267608","Lactobacillus phage ViSo-2018b","species"
"2268047","unclassified Sextaecvirus",
"2268587","Pseudomonas phage phCDa",
"2268613","Streptococcus phage 107","species"
"2268614","Streptococcus phage 115","species"
"2268615","Streptococcus phage 123","species"
"2268616","Streptococcus phage 140","species"
"2268620","Streptococcus phage pST","species"
"2269380","Shigella phage SFPH2",
"2282989","Escherichia phage vB_EcoM-Ro111lw","species"
"2283013","Bacillus phage BSP38",
"2283015","Eggerthella phage PMBT5",
"2283029","Dickeya phage vB_DsoM_AD1",
"2283272","Caulobacter phage CcrSC",
"2301535","Thermus phage phiKo","species"
"2301536","Thermus phage phiLo","species"
"2301731","Bacteroides phage crAss001",
"2303178","unclassified Seoulvirus",
"2304001","unclassified Cornellvirus",
"2304660","unclassified Kolesnikvirus",
"2305480","Lactococcus phage vB_LLc_bIBB14",
"2305482","Lactococcus phage vB_Llc_bIBB27",
"2305483","Lactococcus phage vB_Llc_bIBB94p4",
"2305484","Lactococcus phage vB_Llc_bIBBA3",
"2305485","Lactococcus phage vB_Llc_bIBBAm4",
"2305487","Lactococcus phage vB_Llc_bIBBE1",
"2305489","Lactococcus phage vB_Llc_bIBBp6/4",
"2306278","Bacteroides phage p00","species"
"2306284","unclassified Pamexvirus",
"2306966","Escherichia phage vB_EcoM-Pr121LW",
"2315202","unclassified Coetzeevirus",
"2315484","Lactobacillus phage Dionysus","species"
"2340711","Enterobacter phage phi63_307",
"2365010","Streptococcus phage CHPC1033","species"
"2365012","Streptococcus phage CHPC1036",
"2365012","Streptococcus phage CHPC1036","species"
"2365013","Streptococcus phage CHPC1037","species"
"2365015","Streptococcus phage CHPC1041",
"2365015","Streptococcus phage CHPC1041","species"
"2365016","Streptococcus phage CHPC1042","species"
"2365018","Streptococcus phage CHPC1046","species"
"2365021","Streptococcus phage CHPC1062","species"
"2365026","Streptococcus phage CHPC1091","species"
"2365027","Streptococcus phage CHPC1109","species"
"2365027","Streptococcus phage CHPC1109",
"2365028","Streptococcus phage CHPC1148","species"
"2365028","Streptococcus phage CHPC1148",
"2365030","Streptococcus phage CHPC1156","species"
"2365031","Streptococcus phage CHPC1230","species"
"2365031","Streptococcus phage CHPC1230",
"2365032","Streptococcus phage CHPC1246","species"
"2365033","Streptococcus phage CHPC1247","species"
"2365036","Streptococcus phage CHPC595","species"
"2365036","Streptococcus phage CHPC595",
"2365038","Streptococcus phage CHPC642","species"
"2365039","Streptococcus phage CHPC663","species"
"2365040","Streptococcus phage CHPC676","species"
"2365042","Streptococcus phage CHPC873",
"2365043","Streptococcus phage CHPC875","species"
"2365044","Streptococcus phage CHPC877","species"
"2365045","Streptococcus phage CHPC879","species"
"2365047","Streptococcus phage CHPC925","species"
"2365048","Streptococcus phage CHPC927","species"
"2365049","Streptococcus phage CHPC928",
"2365049","Streptococcus phage CHPC928","species"
"2365051","Streptococcus phage CHPC930","species"
"2365057","Streptococcus phage CHPC954","species"
"2365058","Streptococcus phage CHPC979","species"
"2365059","Streptococcus phage CHPC982","species"
"2419630","Streptococcus phage SW11","species"
"2419631","Streptococcus phage SW1151",
"2419631","Streptococcus phage SW1151","species"
"2419632","Streptococcus phage SW12","species"
"2419635","Streptococcus phage SW15","species"
"2419639","Streptococcus phage SW19","species"
"2419640","Streptococcus phage SW2","species"
"2419649","Streptococcus phage SW3","species"
"2419654","Streptococcus phage SW4","species"
"2419655","Streptococcus phage SW6","species"
"2419663","Streptococcus phage SWK6",
"2483604","Enterobacter phage EcpYZU01",
"2483610","Proteus phage Mydo",
"2483661","Rothia phage Spartoi","species"
"2483850","Meiothermus phage MMP7","species"
"2483877","Streptococcus phage SW24","species"
"2483878","Streptococcus phage SW5","species"
"2483879","Streptococcus phage SW7","species"
"2487764","Dasosvirus sp.","species"
"2487765","Edafosvirus sp.","species"
"2487767","Gaeavirus sp.","species"
"2487775","Terrestrivirus sp.","species"
"2488571","Lactococcus phage phiQ1",
"2491281","Prevotella phage Lak-A1","species"
"2492467","Streptococcus phage CHPC1232","species"
"2492468","Streptococcus phage CHPC1282","species"
"2494333","Thermus phage YS40_Isch","species"
"2496631","unclassified Porprismacovirus",
"2496634","Porcine associated porprismacovirus","species"
"2497569","Negarnaviricota","phylum"
"2497570","Haploviricotina","subphylum"
"2497571","Polyploviricotina","subphylum"
"2497574","Monjiviricetes","class"
"2497866","Pecovirus sp.","species"
"2498616","Escherichia phage Ro45lw",
"2499073","Pantoea phage vB_PagS_AAS23",
"2499399","Cornidovirineae","suborder"
"2499403","Tornidovirineae","suborder"
"2500763","Shigella phage vB_SflM_004","species"
"2500817","Lactococcus phage AV09","species"
"2500819","Lactococcus phage MV10L",
"2500820","Lactococcus phage MV16",
"2501774","unclassified Mimivirus",
"2501931","Orthocoronavirinae","subfamily"
"2502441","Mycobacterium phage Baby16",
"2506589","Pithovirus LCPAC104","species"
"2506594","Pithovirus LCPAC304","species"
"2506609","Mimivirus LCMiAC02","species"
"2507125","CrAssphage ZA","species"
"2507516","Gokushovirus NL-1994","species"
"2508196","unclassified Vequintavirinae",
"2508209","Tobaniviridae","family"
"2508240","Serpentovirinae","subfamily"
"2509511","Sarbecovirus","subgenus"
"2509651","Streptococcus phage VS-2018b","species"
"2510576","Mycobacterium phage RoMag","species"
"2510941","Lactobacillus phage SAC12B",
"2510942","Lactobacillus phage 521B",
"2510943","Lactobacillus phage 3-521",
"2520516","unclassified Machinavirus",
"2528671","Salmonella phage SPFM1","species"
"2530023","Pseudomonas phage Psa21","species"
"2530024","Fusobacterium phage Fnu1",
"2530036","Escherichia phage PHB11","species"
"2546629","Enterococcus phage vB_EfaS_Ef5.3","species"
"2547984","Streptococcus phage Javan115","species"
"2548039","Streptococcus phage Javan191","species"
"2548082","Streptococcus phage Javan266","species"
"2548083","Streptococcus phage Javan268","species"
"2548084","Streptococcus phage Javan269","species"
"2548085","Streptococcus phage Javan270","species"
"2548094","Streptococcus phage Javan288","species"
"2548102","Streptococcus phage Javan310","species"
"2548103","Streptococcus phage Javan311","species"
"2548107","Streptococcus phage Javan320","species"
"2548108","Streptococcus phage Javan326","species"
"2548119","Streptococcus phage Javan349","species"
"2548122","Streptococcus phage Javan351","species"
"2548128","Streptococcus phage Javan367","species"
"2548133","Streptococcus phage Javan372","species"
"2548151","Streptococcus phage Javan405","species"
"2548152","Streptococcus phage Javan406","species"
"2548153","Streptococcus phage Javan407","species"
"2548158","Streptococcus phage Javan422","species"
"2548249","Streptococcus phage Javan536","species"
"2548277","Streptococcus phage Javan59","species"
"2548289","Streptococcus phage Javan630","species"
"2548304","Streptococcus phage Javan73","species"
"2548305","Streptococcus phage Javan74","species"
"2555553","unclassified Suspvirus",
"2558598","Streptococcus satellite phage Javan267","species"
"2558622","Streptococcus satellite phage Javan302","species"
"2558628","Streptococcus satellite phage Javan312","species"
"2558633","Streptococcus satellite phage Javan319","species"
"2558636","Streptococcus satellite phage Javan323","species"
"2558649","Streptococcus satellite phage Javan341","species"
"2558655","Streptococcus satellite phage Javan354","species"
"2558664","Streptococcus satellite phage Javan368","species"
"2558665","Streptococcus satellite phage Javan373","species"
"2558666","Streptococcus satellite phage Javan375","species"
"2558669","Streptococcus satellite phage Javan379","species"
"2558678","Streptococcus satellite phage Javan398","species"
"2558684","Streptococcus satellite phage Javan408","species"
"2558685","Streptococcus satellite phage Javan409","species"
"2558793","Streptococcus satellite phage Javan627","species"
"2558808","Streptococcus satellite phage Javan653","species"
"2559587","Riboviria",
"2559587","Riboviria","clade"
"2560065","Herelleviridae","family"
"2560070","Bastillevirinae","subfamily"
"2560071","Brockvirinae","subfamily"
"2560076","Orthoparamyxovirinae","subfamily"
"2560077","Procedovirinae","subfamily"
"2560081","Twortvirinae","subfamily"
"2560102","Bifseptvirus","genus"
"2560103","Bingvirus","genus"
"2560111","Ceetrepovirus","genus"
"2560124","Efquatrovirus","genus"
"2560128","Eneladusvirus","genus"
"2560154","Jedunavirus","genus"
"2560160","Kochikohdavirus","genus"
"2560176","Mimasvirus","genus"
"2560184","Napahaivirus","genus"
"2560196","Orthotospovirus","genus"
"2560197","Otagovirus","genus"
"2560201","Peatvirus","genus"
"2560204","Plaisancevirus","genus"
"2560206","Pollyceevirus","genus"
"2560208","Popoffvirus","genus"
"2560222","Sanovirus","genus"
"2560225","Scapunavirus","genus"
"2560233","Sugarlandvirus","genus"
"2560235","Tabernariusvirus","genus"
"2560283","Popoffvirus pv56","species"
"2560332","Matervirus mater","species"
"2560400","Mimasvirus GAP32","species"
"2560425","Efquatrovirus EfaCPT1","species"
"2560428","Efquatrovirus PMBT2","species"
"2560429","Efquatrovirus SANTOR1","species"
"2560430","Efquatrovirus SHEF2","species"
"2560438","Vequintavirus APECc02","species"
"2560439","Felixounavirus Alf5","species"
"2560448","Vequintavirus murica","species"
"2560542","Jedunavirus KpV52","species"
"2560562","Lonomia obliqua nucleopolyhedrovirus","species"
"2560628","Mimasvirus CBB","species"
"2560629","Peatvirus peat2","species"
"2560653","Prunus latent virus","species"
"2560655","Bifseptvirus andromeda","species"
"2560676","Plaisancevirus PMW","species"
"2560679","Pollyceevirus pollyC","species"
"2560681","Pseudomonas virus Ptobp6g","species"
"2560685","Otagovirus VCM","species"
"2560686","Napahaivirus VSW3","species"
"2560691","Tabernariusvirus tabernarius","species"
"2560723","Felixounavirus BPS15Q2","species"
"2560728","Seunavirus PVPSE1","species"
"2560733","Felixounavirus SP116","species"
"2560751","Eneladusvirus BF","species"
"2560848","Xylella virus Sano","species"
"2562174","Klebsiella phage vB_KpnM_IME346","species"
"2562177","Pseudomonas phage PA1C","species"
"2562327","unclassified Kochikohdavirus",
"2562337","unclassified Efquatrovirus",
"2562651","unclassified Bingvirus",
"2562661","unclassified Fromanvirus",
"2562725","unclassified Drulisvirus",
"2562890","Escherichia phage L27","species"
"2569973","unclassified Vequintavirus",
"2569974","unclassified Felixounavirus",
"2570374","unclassified Otagovirus",
"2570912","Roseburia phage Jekyll","species"
"2570913","Roseburia phage Shimadzu","species"
"2571006","unclassified Sugarlandvirus",
"2571059","unclassified Jedunavirus",
"2572459","Kirkovirus sp.","species"
"2572872","unclassified Herelleviridae",
"2575255","Lactococcus phage CHPC971",
"2575329","Salmonella phage SE5","species"
"2576485","Escherichia phage vB_EcoM-12474IV",
"2576873","Escherichia phage vB_EcoM-ECP26","species"
"2576879","Bifidobacterium phage PMBT6","species"
"2577028","Enterococcus phage MSF2","species"
"2583037","Klebsiella phage 05F01","species"
"2583114","Tortoise microvirus 13","species"
"2585030","unclassified Riboviria",
"2585031","Riboviria sp.","species"
"2588092","Pantoea phage vB_PagM_AAM22","species"
"2588094","Pantoea phage vB_PagM_PSKM",
"2589666","Panteoa phage Phynn","species"
"2590894","Staphylococcus phage PMBT8","species"
"2591102","Escherichia phage Pisces","species"
"2591132","Rhodococcus phage Whack",
"2591365","Klebsiella phage vB_KaeM_KaOmega","species"
"2591379","Bacillus phage vB_BspS_SplendidRed","species"
"2591410","Escherichia phage vB_EcoP-Ro103C3lw","species"
"2591644","Prokaryotic dsDNA virus sp.","species"
"2596887","Mimiviridae sp. ChoanoV1","species"
"2600100","Escherichia phage RDN8.1","species"
"2606591","Acinetobacter phage BS46","species"
"2608369","Lactococcus phage vB_LacS_15",
"2628399","unclassified Husavirus",
"2653646","Pantoea phage vB_PagP-SK1","species"
"2655021","Gokushovirinae sp.","species"
"2656513","Lactococcus phage proPhi6","species"
"2656514","Lactococcus phage proPhi7","species"
"2656515","Lactococcus phage P596",
"2661816","unclassified Serpentovirinae",
"2662293","Lactococcus phage P1045",
"2662294","Lactococcus phage P1046",
"2662295","Lactococcus phage P1048",
"2662296","Lactococcus phage P1532",
"2662297","Lactococcus phage P4565",
"2662298","Lactococcus phage P656",
"2662299","Leuconostoc phage P965",
"2663326","Erwinia phage Midgardsormr38","species"
"2675202","Shigella phage Z31","species"
"2675235","Lactococcus phage 5171F",
"2675236","Lactococcus phage 5205F","species"
"2675237","Lactococcus phage CHPC1020",
"2675238","Lactococcus phage CHPC116",
"2675240","Lactococcus phage CHPC1170",
"2675242","Lactococcus phage CHPC1182",
"2675243","Lactococcus phage CHPC1183",
"2675244","Lactococcus phage CHPC122",
"2675245","Lactococcus phage CHPC1242",
"2675246","Lactococcus phage CHPC129",
"2675249","Lactococcus phage CHPC361",
"2675250","Lactococcus phage CHPC362",
"2675251","Lactococcus phage CHPC52",
"2675252","Lactococcus phage CHPC781",
"2675253","Lactococcus phage CHPC836","species"
"2675254","Lactococcus phage CHPC958",
"2675255","Lactococcus phage CHPC959",
"2675256","Lactococcus phage CHPC964",
"2675257","Lactococcus phage CHPC965",
"2675258","Lactococcus phage CHPC966",
"2675259","Lactococcus phage CHPC967",
"2675260","Lactococcus phage CHPC972",
"2675263","Lactococcus phage PC_B1",
"2675444","Podoviridae sp. ctcf755","species"
"2678601","Erwinia phage Hena1",
"2681626","Streptococcus phage 01205",
"2686384","Lactobacillus phage JNU_P5","species"
"2686386","Lactobacillus phage JNU_P9","species"
"2692737","Escherichia phage JN01","species"
"2693321","Marine virus AFVG",
"2693321","Marine virus AFVG","clade"
"2693362","Marine virus AFVG_250M225","species"
"2693642","Marine virus AFVG_250M469","species"
"2695849","Escherichia phage ESSI2_ev040",
"2696392","Escherichia phage dune","species"
"2696396","Escherichia phage fjerdesal","species"
"2696405","Escherichia phage humlepung","species"
"2696420","Escherichia phage mistaenkt","species"
"2696430","Escherichia phage navn","species"
"2696440","Escherichia phage pinkbiff",
"2697049","Severe acute respiratory syndrome coronavirus 2",
"2704034","Arthrobacter phage DrSierra","species"
"2706841","Escherichia phage Andreotti","species"
"2707325","Blastocystis MELD virus","species"
"2709316","Parabacteroides phage PDS1","species"
"2709317","Bacteroides phage crAss002",
"2709317","Bacteroides phage crAss002","species"
"2710496","Bacteroides phage DAC16","species"
"2710500","Bacteroides phage DAC22","species"
"2710505","Bacteroides phage SJC03","species"
"2711170","Pseudomonas phage MR2","species"
"2711178","Pseudomonas phage MR14","species"
"2712973","Phage NBEco004","species"
"2712978","Phage NBSal004","species"
"2713155","Pseudomonas phage BIM BV-46",
"2717165","Lactococcus phage Bacchus","species"
"2718472","CrAssphage LMMB","species"
"2719181","Hafnia phage yong1","species"
"2719593","Enterococcus phage nattely","species"
"2720916","Chicken microvirus mg4_207","species"
"2721760","Pantoea phage vB_PagM_SSEM1",
"2721792","unclassified Bifseptvirus",
"2723238","Parabacteroides phage SC_7_H3_2017","species"
"2723242","Phage DP SC_2_H4_2017","species"
"2723243","Phage DP SC_6_H4_2017","species"
"2723244","Gokushovirinae sp. SC_3_H2_2017","species"
"2723248","Poophage SC_4_H6H8_2017","species"
"2723249","CRESS virus SC_1_H1_2017","species"
"2723896","Mydovirus KpS8","species"
"2729189","Streptococcus phage phi29854","species"
"2729631","Poophage sp.","species"
"2730621","Pyrobaculum filamentous virus 2",
"2731341","Duplodnaviria","clade"
"2731341","Duplodnaviria",
"2731342","Monodnaviria",
"2731342","Monodnaviria","clade"
"2731360","Heunggongvirae","kingdom"
"2731361","Peploviricota","phylum"
"2731363","Herviviricetes","class"
"2731618","Uroviricota","phylum"
"2731619","Caudoviricetes","class"
"2731621","Taipeivirus","genus"
"2731646","Colwellvirinae","subfamily"
"2731648","Krylovirinae","subfamily"
"2731650","Molineuxvirinae","subfamily"
"2731651","Okabevirinae","subfamily"
"2731652","Slopekvirinae","subfamily"
"2731653","Studiervirinae","subfamily"
"2731675","Murciavirus","genus"
"2731677","Uliginvirus","genus"
"2731689","Chaseviridae","family"
"2731690","Demerecviridae","family"
"2731691","Drexlerviridae","family"
"2731954","Limelightvirus","genus"
"2732004","Varidnaviria","clade"
"2732004","Varidnaviria",
"2732005","Bamfordvirae","kingdom"
"2732006","Helvetiavirae","kingdom"
"2732007","Nucleocytoviricota","phylum"
"2732008","Preplasmiviricota","phylum"
"2732009","Dividoviricota","phylum"
"2732010","Laserviricetes","class"
"2732011","Halopanivirales","order"
"2732013","Markadamsvirinae","subfamily"
"2732047","Tempevirinae","subfamily"
"2732050","Sauletekiovirus","genus"
"2732090","Loebvirae","kingdom"
"2732091","Sangervirae","kingdom"
"2732092","Shotokuvirae","kingdom"
"2732094","Tubulavirales","order"
"2732396","Orthornavirae","kingdom"
"2732397","Pararnavirae","kingdom"
"2732405","Duplornaviricota","phylum"
"2732406","Kitrinoviricota","phylum"
"2732407","Lenarviricota","phylum"
"2732408","Pisuviricota","phylum"
"2732409","Artverviricota","phylum"
"2732410","Hofneiviricota","phylum"
"2732411","Faserviricetes","class"
"2732412","Phixviricota","phylum"
"2732413","Malgrandaviricetes","class"
"2732414","Petitvirales","order"
"2732415","Cossaviricota","phylum"
"2732416","Cressdnaviricota","phylum"
"2732421","Papovaviricetes","class"
"2732422","Quintoviricetes","class"
"2732423","Arfiviricetes","class"
"2732424","Repensiviricetes","class"
"2732458","Chrymotiviricetes","class"
"2732462","Flasuviricetes","class"
"2732463","Tolucaviricetes","class"
"2732499","Howeltoviricetes","class"
"2732503","Cryppavirales","order"
"2732505","Duplopiviricetes","class"
"2732506","Pisoniviricetes","class"
"2732507","Stelpaviricetes","class"
"2732514","Revtraviricetes","class"
"2732523","Megaviricetes","class"
"2732524","Algavirales","order"
"2732525","Pokkesviricetes","class"
"2732527","Chitovirales","order"
"2732529","Tectiliviricetes","class"
"2732532","Sepolyvirales","order"
"2732533","Zurhausenvirales","order"
"2732534","Piccovirales","order"
"2732536","Cirlivirales","order"
"2732537","Cremevirales","order"
"2732539","Geplafuvirales","order"
"2732540","Ghabrivirales","order"
"2732545","Amarillovirales","order"
"2732548","Tolivirales","order"
"2732549","Durnavirales","order"
"2732550","Patatavirales","order"
"2732553","Sobelivirales","order"
"2732554","Imitervirales","order"
"2732555","Pimascovirales","order"
"2732558","Kalamavirales","order"
"2732559","Rowavirales","order"
"2732560","Vinavirales","order"
"2732588","Rakietenvirinae","subfamily"
"2732589","Andhravirus","genus"
"2732614","Tybeckvirinae","subfamily"
"2732678","Caroctavirus","genus"
"2732681","Elunavirus","genus"
"2732683","Ghunavirus","genus"
"2732686","Kayfunavirus","genus"
"2732690","Phutvirus","genus"
"2732691","Pifdecavirus","genus"
"2732692","Pijolavirus","genus"
"2732694","Troedvirus","genus"
"2732892","Mitoviridae","family"
"2732909","Tunggulvirus","genus"
"2732923","Kirikabuvirus","genus"
"2732926","Eracentumvirus","genus"
"2732928","Vectrevirus","genus"
"2732960","Carltongylesvirus","genus"
"2732962","Loessnervirus","genus"
"2732968","Schiekvirus","genus"
"2732970","Harbinvirus","genus"
"2732990","Seongnamvirus","genus"
"2733088","Alexandravirus","genus"
"2733095","Barbavirus","genus"
"2733096","Bellamyvirus","genus"
"2733097","Brigitvirus","genus"
"2733099","Carpasinavirus","genus"
"2733103","Eponavirus","genus"
"2733106","Heilongjiangvirus","genus"
"2733108","Lagaffevirus","genus"
"2733110","Libanvirus","genus"
"2733114","Mushuvirus","genus"
"2733122","Petsuvirus","genus"
"2733127","Rosemountvirus","genus"
"2733130","Salmondvirus","genus"
"2733131","Sasquatchvirus","genus"
"2733134","Taranisvirus","genus"
"2733137","Thetisvirus","genus"
"2733138","Toutatisvirus","genus"
"2733140","Wellingtonvirus","genus"
"2733142","Yoloswagvirus","genus"
"2733148","Shizishanvirus","genus"
"2733150","Sortsnevirus","genus"
"2733152","Bertelyvirus","genus"
"2733155","Shapirovirus","genus"
"2733160","Lenusvirus","genus"
"2733161","Lidleunavirus","genus"
"2733170","Bridgettevirus","genus"
"2733184","Krampusvirus","genus"
"2733186","Lentavirus","genus"
"2733190","Lughvirus","genus"
"2733192","Manhattanvirus","genus"
"2733198","Neferthenavirus","genus"
"2733199","Oengusvirus","genus"
"2733202","Quhwahvirus","genus"
"2733329","Uliginvirus achelous","species"
"2733347","Kirikabuvirus NV3","species"
"2733363","Tunggulvirus f2","species"
"2733579","Eracentumvirus S2","species"
"2733607","Drulisvirus SFN6B","species"
"2733611","Caroctavirus CR8","species"
"2733621","Ghunavirus PSA2","species"
"2733624","Ghunavirus shl2","species"
"2733632","Kayfunavirus SH4","species"
"2733634","Kayfunavirus GW1","species"
"2733635","Kayfunavirus EcpYZU01","species"
"2733637","Kayfunavirus F","species"
"2733639","Kayfunavirus IMM002","species"
"2733643","Kayfunavirus Ro45lw","species"
"2733647","Kayfunavirus SFPH2","species"
"2733655","Phutvirus PPpW4","species"
"2733656","Pifdecavirus pv22PfluR64PP","species"
"2733657","Pifdecavirus IBBPF7A","species"
"2733658","Pifdecavirus Pf10","species"
"2733659","Pifdecavirus PFP1","species"
"2733660","Pifdecavirus PhiS1","species"
"2733662","Pijolavirus PspYZU08","species"
"2733974","Loessnervirus Y2","species"
"2734030","Sauletekiovirus AAS23","species"
"2734044","Schiekvirus EFP01","species"
"2734048","Harbinvirus bacchae","species"
"2734051","Harbinvirus Lpa804","species"
"2734052","Harbinvirus semele","species"
"2734080","Alexandravirus AD1","species"
"2734090","Barbavirus barba18A","species"
"2734096","Brigitvirus brigit","species"
"2734101","Carpasinavirus carpasina","species"
"2734105","Eponavirus epona","species"
"2734110","Heilongjiangvirus Lb","species"
"2734112","Lagaffevirus lagaffe","species"
"2734119","Mushuvirus mushu","species"
"2734128","Petsuvirus pEtSU","species"
"2734143","Sasquatchvirus Y3","species"
"2734146","Taranisvirus taranis","species"
"2734149","Thetisvirus ssm1","species"
"2734150","Toutatisvirus toutatis","species"
"2734153","Wellingtonvirus wellington","species"
"2734187","Shizishanvirus phCDa","species"
"2734190","Sortsnevirus IME279","species"
"2734193","Bertelyvirus SC","species"
"2734208","Lidleunavirus Ldl1","species"
"2734209","Lidleunavirus ViSo2018a","species"
"2734242","Krampusvirus krampus","species"
"2734244","Lentavirus PMBT5","species"
"2734248","Lughvirus lugh","species"
"2734262","Oengusvirus oengus","species"
"2736186","Synechococcus phage SynMITS9220M01","species"
"2736238","Salmonella phage SapYZU01",
"2736296","Klebsiella phage KPP-1","species"
"2738372","unclassified Rosemountvirus",
"2739754","Escherichia phage vB_EcoM_EC001",
"2742950","Escherichia phage Lambda_ev058","species"
"2743998","Rhodococcus phage NiceHouse","species"
"2744413","unclassified Vectrevirus",
"2744415","unclassified Eracentumvirus",
"2744427","unclassified Neferthenavirus",
"2748377","unclassified Cressdnaviricota",
"2748378","Cressdnaviricota sp.","species"
"2749939","unclassified Kayfunavirus",
"2749940","unclassified Ghunavirus",
"2750285","Staphylococcus phage vB_SepS_BE02","species"
"2750849","Escherichia phage vB_EcoM_Gotham",
"2750854","Escherichia phage vB_EcoP_SP7","species"
"2752520","unclassified Loessnervirus",
"2752533","unclassified Libanvirus",
"2752547","unclassified Bellamyvirus",
"2752550","unclassified Harbinvirus",
"2756217","unclassified Studiervirinae",
"2759194","Pseudomonas phage phiK7A1","species"
"2759197","Klebsiella phage vB_KleM_KB2","species"
"2759204","Salmonella phage JN03","species"
"2759218","Escherichia phage JEP1","species"
"2759714","Ralstonia phage Jenny",
"2759727","Ralstonia phage Gerry",
"2762287","Pseudomonas phage Stalingrad","species"
"2762556","Escherichia phage SME50","species"
"2762719","unclassified Manhattanvirus",
"2763101","Enterococcus phage 9181","species"
"2766561","Entamoeba-associated CRESS DNA virus 1","species"
"2767546","Proteus phage 7",
"2767581","Klebsiella phage Miami","species"
"2772059","crAssphage cr50_1","species"
"2772059","uncultured phage cr50_1",
"2772060","crAssphage cr55_1","species"
"2772061","crAssphage cr107_1","species"
"2772062","crAssphage cr106_1","species"
"2772063","crAssphage cr118_1","species"
"2772063","uncultured phage cr118_1",
"2772064","crAssphage cr1_1","species"
"2772065","crAssphage cr3_1","species"
"2772066","uncultured phage cr10_1",
"2772066","crAssphage cr10_1","species"
"2772067","crAssphage cr11_1","species"
"2772068","crAssphage cr8_1","species"
"2772068","uncultured phage cr8_1",
"2772069","crAssphage cr108_1","species"
"2772070","crAssphage cr110_1","species"
"2772071","crAssphage cr111_1","species"
"2772072","crAssphage cr112_1","species"
"2772074","crAssphage cr85_1","species"
"2772075","crAssphage cr126_1","species"
"2772076","crAssphage cr128_1","species"
"2772077","crAssphage cr127_1","species"
"2772079","crAssphage cr52_1","species"
"2772080","uncultured phage cr53_1",
"2772080","crAssphage cr53_1","species"
"2772081","crAssphage cr56_1","species"
"2772082","crAssphage cr60_1","species"
"2772083","crAssphage cr109_1","species"
"2772084","crAssphage cr4_1","species"
"2772085","crAssphage cr6_1","species"
"2772085","uncultured phage cr6_1",
"2772086","crAssphage cr7_1","species"
